%
% index = 2260, name = bbob_f001_i02_d20__bbob_f015_i04_d20
% instance = 1, reference value = 9.426716595764890e-001
% function evaluation | indicator value | target hit
1	1.210848093708489e+000	1.230268770812382e+000
2	9.162728850252512e-001	9.332543007969910e-001
3	8.048819337699246e-001	8.128305161640993e-001
12	7.053112433203608e-001	7.079457843841379e-001
13	6.800739787927634e-001	6.918309709189364e-001
17	6.351950029537159e-001	6.456542290346555e-001
20	5.867545414681812e-001	5.888436553555889e-001
43	5.696287539509167e-001	5.754399373371569e-001
50	5.403014250282843e-001	5.495408738576245e-001
52	5.149384976853730e-001	5.248074602497725e-001
69	4.924694536470102e-001	5.011872336272722e-001
95	4.893840552252032e-001	4.897788193684462e-001
227	4.582935832909738e-001	4.677351412871982e-001
482	4.566563553044799e-001	4.570881896148750e-001
812	4.328082586405716e-001	4.365158322401660e-001
1578	3.770668287546489e-001	3.801893963205612e-001
1649	3.585360098705058e-001	3.630780547701014e-001
1931	3.400339817720981e-001	3.467368504525316e-001
2710	3.386107133968753e-001	3.388441561392026e-001
3135	3.295644976474192e-001	3.311311214825911e-001
3968	2.932559909411239e-001	2.951209226666385e-001
4105	2.874574335573708e-001	2.884031503126606e-001
4202	2.772780391592775e-001	2.818382931264454e-001
4336	2.477233098200802e-001	2.511886431509580e-001
4631	2.374260108695130e-001	2.398832919019490e-001
4983	2.314984194567238e-001	2.344228815319922e-001
5770	2.254619489595382e-001	2.290867652767773e-001
6984	2.238421427966175e-001	2.238721138568340e-001
7905	2.185722257740073e-001	2.187761623949552e-001
7922	2.114609451082800e-001	2.137962089502232e-001
8108	2.081672735764125e-001	2.089296130854039e-001
8946	2.039325622396494e-001	2.041737944669530e-001
9511	1.931461794242939e-001	1.949844599758046e-001
10125	1.902349783000307e-001	1.905460717963247e-001
10533	1.843676257529012e-001	1.862087136662868e-001
11218	1.811372988476996e-001	1.819700858609984e-001
11566	1.773402994032156e-001	1.778279410038923e-001
12043	1.737605103961950e-001	1.737800828749375e-001
12726	1.692451378265936e-001	1.698243652461744e-001
13198	1.628259927203032e-001	1.659586907437561e-001
13747	1.603197401390142e-001	1.621810097358930e-001
13870	1.467863101742372e-001	1.479108388168208e-001
14183	1.443180913658849e-001	1.445439770745928e-001
14361	1.376305188428928e-001	1.380384264602885e-001
15228	1.348644114545951e-001	1.348962882591654e-001
15454	1.314313633141078e-001	1.318256738556407e-001
15919	1.277975530595944e-001	1.288249551693134e-001
16564	1.258877899794721e-001	1.258925411794167e-001
17085	1.197763444947803e-001	1.202264434617413e-001
17996	1.163816147314968e-001	1.174897554939529e-001
18638	1.145418326288390e-001	1.148153621496883e-001
19086	1.119006324609165e-001	1.122018454301964e-001
20135	1.096439692430472e-001	1.096478196143185e-001
21464	1.068882180355990e-001	1.071519305237607e-001
21782	1.045645234805758e-001	1.047128548050900e-001
21954	1.010985517443315e-001	1.023292992280754e-001
22933	9.994347880193866e-002	1.000000000000000e-001
24329	9.723685099707058e-002	9.772372209558107e-002
24445	9.470332824926364e-002	9.549925860214359e-002
24798	9.320716088225034e-002	9.332543007969910e-002
24843	8.985940379848556e-002	9.120108393559097e-002
25557	8.696491232636694e-002	8.709635899560805e-002
26469	7.817573205331019e-002	7.943282347242814e-002
26933	7.750302393598985e-002	7.762471166286916e-002
27959	7.574931642802718e-002	7.585775750291836e-002
29102	7.405506854737032e-002	7.413102413009177e-002
30243	6.696569822499854e-002	6.760829753919818e-002
31024	6.594647684915878e-002	6.606934480075961e-002
31524	6.452779877307335e-002	6.456542290346556e-002
34385	6.306005142905846e-002	6.309573444801933e-002
35005	6.145441432422805e-002	6.165950018614822e-002
36572	6.013613566728848e-002	6.025595860743578e-002
38714	5.811626016918103e-002	5.888436553555890e-002
39093	5.581460645476755e-002	5.623413251903491e-002
40279	5.394876648920932e-002	5.495408738576246e-002
40382	5.321964361339560e-002	5.370317963702527e-002
41267	5.245426874833925e-002	5.248074602497726e-002
44056	5.128558498742053e-002	5.128613839913648e-002
45758	5.011590438364022e-002	5.011872336272722e-002
48721	4.886043047893096e-002	4.897788193684461e-002
48838	4.784784826252964e-002	4.786300923226383e-002
49298	4.600885472225302e-002	4.677351412871982e-002
49530	4.340954518766460e-002	4.365158322401658e-002
51474	4.256847597515834e-002	4.265795188015926e-002
52757	4.168435872863818e-002	4.168693834703355e-002
53235	3.916993202921082e-002	3.981071705534973e-002
53439	3.889504921757481e-002	3.890451449942807e-002
57365	3.785644770031027e-002	3.801893963205612e-002
59059	3.712301589630362e-002	3.715352290971726e-002
60232	3.570054857657701e-002	3.630780547701014e-002
61479	3.543490732117016e-002	3.548133892335755e-002
62701	3.466113909118618e-002	3.467368504525317e-002
64661	3.386103130661711e-002	3.388441561392026e-002
69368	3.306378820648159e-002	3.311311214825911e-002
72808	3.230164610769759e-002	3.235936569296283e-002
75235	3.162035003672925e-002	3.162277660168379e-002
81174	3.086660969235733e-002	3.090295432513590e-002
85347	2.948431074460800e-002	2.951209226666385e-002
87657	2.883790752582682e-002	2.884031503126606e-002
91578	2.815609156265397e-002	2.818382931264454e-002
95724	2.648895355191416e-002	2.691534803926915e-002
95967	2.626398307514788e-002	2.630267991895382e-002
102268	2.567507996737162e-002	2.570395782768863e-002
106747	2.511094156138283e-002	2.511886431509579e-002
111831	2.453026540530523e-002	2.454708915685030e-002
119511	2.307874583978653e-002	2.344228815319923e-002
123511	2.290529277193865e-002	2.290867652767774e-002
130824	2.228060488161676e-002	2.238721138568340e-002
142097	2.185547231602047e-002	2.187761623949553e-002
151060	2.137570397632083e-002	2.137962089502233e-002
161882	2.067006620868128e-002	2.089296130854040e-002
169674	2.038961873908507e-002	2.041737944669530e-002
181331	1.994202281938495e-002	1.995262314968880e-002
190337	1.949638443862911e-002	1.949844599758046e-002
205482	1.905417644258334e-002	1.905460717963247e-002
228529	1.860659051725910e-002	1.862087136662868e-002
243419	1.817351386695187e-002	1.819700858609984e-002
264393	1.765162455514824e-002	1.778279410038923e-002
277412	1.737738175506876e-002	1.737800828749376e-002
294217	1.691697105880885e-002	1.698243652461744e-002
318738	1.659501101548744e-002	1.659586907437561e-002
342124	1.603184466464347e-002	1.621810097358930e-002
364450	1.584634504502347e-002	1.584893192461113e-002
402801	1.548553419083432e-002	1.548816618912481e-002
440434	1.513282597934951e-002	1.513561248436208e-002
496203	1.478902765341816e-002	1.479108388168207e-002
582281	1.445422261018381e-002	1.445439770745927e-002
675142	1.411796497687079e-002	1.412537544622754e-002
773920	1.379636659220174e-002	1.380384264602885e-002
888337	1.348785979443545e-002	1.348962882591653e-002
1080460	1.318226869426076e-002	1.318256738556408e-002
1254756	1.288159097091091e-002	1.288249551693134e-002
1463180	1.258812258406084e-002	1.258925411794168e-002
1660452	1.230216573850052e-002	1.230268770812382e-002
2000011	1.207429924813508e-002	1.230268770812382e-002
%
% index = 2261, name = bbob_f001_i03_d20__bbob_f015_i05_d20
% instance = 2, reference value = 9.004839222162800e-001
% function evaluation | indicator value | target hit
1	1.837496529248280e+000	1.862087136662868e+000
2	1.592970416231780e+000	1.621810097358930e+000
5	8.857477082434685e-001	8.912509381337456e-001
85	8.457232801471725e-001	8.511380382023764e-001
133	8.267228414111165e-001	8.317637711026710e-001
178	7.490264280245746e-001	7.585775750291838e-001
469	6.922828047065406e-001	7.079457843841379e-001
1067	6.903344876728997e-001	6.918309709189364e-001
1365	6.128757980050821e-001	6.165950018614822e-001
1421	5.823899718278648e-001	5.888436553555889e-001
1427	4.927396315805409e-001	5.011872336272722e-001
2140	4.892010603033771e-001	4.897788193684462e-001
3744	4.674784059272882e-001	4.677351412871982e-001
4441	4.286178158174120e-001	4.365158322401660e-001
5497	4.257342654251908e-001	4.265795188015927e-001
5844	4.158611929809642e-001	4.168693834703354e-001
7566	4.064734483348589e-001	4.073802778041127e-001
7925	3.952581445026093e-001	3.981071705534973e-001
